,dataset,accuracy,precision,recall,f1_score
0,Train_data,0.9977777777777778,0.995575221238938,1.0,0.9977827050997783
0,Test_data_1,1.0,1.0,1.0,1.0
0,Test_data_2,0.5208333333333334,0.5208333333333334,1.0,0.684931506849315
